SEQUENCE_ID,STEP_INDEX,STEP
dev_ic_seq_0970_t60,260,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,261,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,262,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,263,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,264,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,265,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,266,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,267,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,268,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,269,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,270,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,271,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,272,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,273,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,274,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,275,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,276,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,277,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,278,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,279,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,280,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,281,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,282,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,283,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,284,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,285,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,286,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,287,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,288,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,289,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,290,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,291,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,292,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,293,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,294,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,295,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,296,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,297,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,298,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,299,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,300,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,301,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,302,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,303,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,304,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,305,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,306,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,307,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,308,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,309,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,310,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,311,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,312,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,313,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,314,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,315,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,316,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,317,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,318,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,319,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,320,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,321,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,322,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,323,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,324,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,325,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,326,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,327,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,328,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,329,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,330,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,331,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,332,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,333,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,334,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,335,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,336,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,337,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,338,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,339,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,340,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,341,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,342,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,343,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,344,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,345,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,346,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,347,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,348,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,349,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,350,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,351,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,352,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,353,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,354,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,355,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,356,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,357,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,358,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,359,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,360,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,361,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,362,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,363,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,364,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,365,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,366,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,367,BACKSIDE ANNEAL
dev_ic_seq_0970_t60,368,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,0,RECEIVE WAFER LOT
dev_ic_seq_0970_t80,1,LOT IDENTIFICATION
dev_ic_seq_0970_t80,2,PRE CLEAN INSPECTION
dev_ic_seq_0970_t80,3,MEASURE INITIAL GEOMETRY
dev_ic_seq_0970_t80,4,MEASURE SURFACE PARTICLES
dev_ic_seq_0970_t80,5,WAFER CLEAN PRE PROCESS
dev_ic_seq_0970_t80,6,BACKSIDE CLEAN
dev_ic_seq_0970_t80,7,FRONTSIDE CLEAN
dev_ic_seq_0970_t80,8,RCA CLEAN 1
dev_ic_seq_0970_t80,9,RCA CLEAN 2
dev_ic_seq_0970_t80,10,HF DIP
dev_ic_seq_0970_t80,11,DRY WAFER
dev_ic_seq_0970_t80,12,WAFER CLEAN PRE-GRIND
dev_ic_seq_0970_t80,13,GRINDING WAFER BACKSIDE
dev_ic_seq_0970_t80,14,MEASURE GEOMETRY
dev_ic_seq_0970_t80,15,ETCH WET BACKSIDE
dev_ic_seq_0970_t80,16,RINSE WET WAFER_EDGE
dev_ic_seq_0970_t80,17,DRY WAFER BACKSIDE
dev_ic_seq_0970_t80,18,BACKSIDE CLEAN
dev_ic_seq_0970_t80,19,MEASURE BACKSIDE ROUGHNESS
dev_ic_seq_0970_t80,20,THERMAL OXIDATION
dev_ic_seq_0970_t80,21,MEASURE OXIDE THICKNESS
dev_ic_seq_0970_t80,22,WET CLEAN RCA1
dev_ic_seq_0970_t80,23,WET CLEAN RCA2
dev_ic_seq_0970_t80,24,HF DIP
dev_ic_seq_0970_t80,25,OXIDE STRIP
dev_ic_seq_0970_t80,26,SURFACE PREP FOR DEPOSITION
dev_ic_seq_0970_t80,27,DEPOSIT PAD OXIDE
dev_ic_seq_0970_t80,28,ANNEAL OXIDE
dev_ic_seq_0970_t80,29,MEASURE OXIDE THICKNESS
dev_ic_seq_0970_t80,30,SPIN COAT PHOTORESIST
dev_ic_seq_0970_t80,31,SOFT BAKE
dev_ic_seq_0970_t80,32,ALIGN MASK LEVEL 1
dev_ic_seq_0970_t80,33,EXPOSE LITHO LEVEL 1
dev_ic_seq_0970_t80,34,DEVELOP PHOTORESIST
dev_ic_seq_0970_t80,35,INSPECT PATTERN LEVEL 1
dev_ic_seq_0970_t80,36,HARD BAKE
dev_ic_seq_0970_t80,37,OXIDE ETCH DRY
dev_ic_seq_0970_t80,38,STRIP RESIST
dev_ic_seq_0970_t80,39,CLEAN AFTER ETCH
dev_ic_seq_0970_t80,40,DEPOSIT POLYSILICON
dev_ic_seq_0970_t80,41,ANNEAL POLYSILICON
dev_ic_seq_0970_t80,42,SPIN COAT PHOTORESIST
dev_ic_seq_0970_t80,43,SOFT BAKE
dev_ic_seq_0970_t80,44,ALIGN MASK LEVEL 2
dev_ic_seq_0970_t80,45,EXPOSE LITHO LEVEL 2
dev_ic_seq_0970_t80,46,DEVELOP PHOTORESIST
dev_ic_seq_0970_t80,47,PATTERN INSPECTION LEVEL 2
dev_ic_seq_0970_t80,48,POLYSILICON ETCH DRY
dev_ic_seq_0970_t80,49,STRIP RESIST
dev_ic_seq_0970_t80,50,CLEAN AFTER POLY ETCH
dev_ic_seq_0970_t80,51,IMPLANT N-TYPE
dev_ic_seq_0970_t80,52,PRE ANNEAL CHECK
dev_ic_seq_0970_t80,53,RAPID THERMAL ANNEAL
dev_ic_seq_0970_t80,54,MEASURE SHEET RESISTANCE
dev_ic_seq_0970_t80,55,DEPOSIT INTERLEVEL DIELECTRIC
dev_ic_seq_0970_t80,56,DENSIFY OXIDE
dev_ic_seq_0970_t80,57,MEASURE FILM THICKNESS
dev_ic_seq_0970_t80,58,CMP DIELECTRIC
dev_ic_seq_0970_t80,59,MEASURE PLANARITY
dev_ic_seq_0970_t80,60,SPIN COAT PHOTORESIST
dev_ic_seq_0970_t80,61,SOFT BAKE
dev_ic_seq_0970_t80,62,ALIGN MASK LEVEL 3
dev_ic_seq_0970_t80,63,EXPOSE LITHO LEVEL 3
dev_ic_seq_0970_t80,64,POST EXPOSE BAKE
dev_ic_seq_0970_t80,65,DEVELOP PHOTORESIST
dev_ic_seq_0970_t80,66,VIA INSPECTION
dev_ic_seq_0970_t80,67,DIELECTRIC ETCH VIA
dev_ic_seq_0970_t80,68,STRIP PHOTORESIST
dev_ic_seq_0970_t80,69,CLEAN AFTER VIA ETCH
dev_ic_seq_0970_t80,70,MEASURE VIA CD
dev_ic_seq_0970_t80,71,DEPOSIT BARRIER METAL
dev_ic_seq_0970_t80,72,DEPOSIT TUNGSTEN SEED
dev_ic_seq_0970_t80,73,FILL VIA TUNGSTEN
dev_ic_seq_0970_t80,74,CMP VIA FILL
dev_ic_seq_0970_t80,75,MEASURE CONTACT RESISTANCE
dev_ic_seq_0970_t80,76,DEPOSIT METAL 1
dev_ic_seq_0970_t80,77,ANNEAL METAL
dev_ic_seq_0970_t80,78,MEASURE METAL THICKNESS
dev_ic_seq_0970_t80,79,SPIN COAT PHOTORESIST
dev_ic_seq_0970_t80,80,SOFT BAKE
dev_ic_seq_0970_t80,81,ALIGN MASK LEVEL 4
dev_ic_seq_0970_t80,82,EXPOSE LITHO LEVEL 4
dev_ic_seq_0970_t80,83,DEVELOP PHOTORESIST
dev_ic_seq_0970_t80,84,METAL PATTERN INSPECTION
dev_ic_seq_0970_t80,85,METAL ETCH DRY
dev_ic_seq_0970_t80,86,STRIP PHOTORESIST
dev_ic_seq_0970_t80,87,CLEAN AFTER METAL ETCH
dev_ic_seq_0970_t80,88,MEASURE LINE WIDTH
dev_ic_seq_0970_t80,89,DEPOSIT PASSIVATION
dev_ic_seq_0970_t80,90,CURE PASSIVATION
dev_ic_seq_0970_t80,91,MEASURE PASSIVATION QUALITY
dev_ic_seq_0970_t80,92,STRIP RESIST
dev_ic_seq_0970_t80,93,DEVELOP PHOTORESIST
dev_ic_seq_0970_t80,94,DEVELOP PHOTORESIST
dev_ic_seq_0970_t80,95,DEVELOP PHOTORESIST
dev_ic_seq_0970_t80,96,DEVELOP PHOTORESIST
dev_ic_seq_0970_t80,97,DEVELOP PHOTORESIST
dev_ic_seq_0970_t80,98,DEVELOP PHOTORESIST
dev_ic_seq_0970_t80,99,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,100,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,101,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,102,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,103,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,104,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,105,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,106,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,107,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,108,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,109,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,110,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,111,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,112,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,113,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,114,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,115,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,116,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,117,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,118,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,119,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,120,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,121,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,122,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,123,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,124,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,125,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,126,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,127,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,128,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,129,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,130,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,131,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,132,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,133,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,134,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,135,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,136,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,137,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,138,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,139,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,140,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,141,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,142,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,143,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,144,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,145,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,146,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,147,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,148,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,149,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,150,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,151,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,152,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,153,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,154,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,155,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,156,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,157,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,158,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,159,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,160,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,161,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,162,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,163,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,164,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,165,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,166,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,167,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,168,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,169,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,170,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,171,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,172,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,173,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,174,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,175,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,176,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,177,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,178,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,179,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,180,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,181,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,182,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,183,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,184,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,185,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,186,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,187,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,188,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,189,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,190,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,191,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,192,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,193,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,194,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,195,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,196,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,197,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,198,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,199,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,200,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,201,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,202,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,203,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,204,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,205,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,206,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,207,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,208,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,209,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,210,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,211,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,212,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,213,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,214,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,215,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,216,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,217,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,218,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,219,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,220,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,221,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,222,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,223,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,224,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,225,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,226,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,227,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,228,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,229,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,230,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,231,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,232,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,233,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,234,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,235,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,236,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,237,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,238,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,239,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,240,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,241,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,242,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,243,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,244,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,245,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,246,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,247,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,248,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,249,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,250,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,251,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,252,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,253,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,254,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,255,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,256,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,257,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,258,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,259,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,260,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,261,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,262,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,263,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,264,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,265,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,266,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,267,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,268,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,269,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,270,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,271,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,272,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,273,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,274,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,275,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,276,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,277,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,278,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,279,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,280,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,281,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,282,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,283,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,284,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,285,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,286,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,287,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,288,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,289,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,290,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,291,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,292,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,293,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,294,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,295,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,296,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,297,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,298,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,299,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,300,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,301,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,302,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,303,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,304,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,305,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,306,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,307,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,308,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,309,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,310,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,311,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,312,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,313,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,314,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,315,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,316,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,317,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,318,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,319,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,320,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,321,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,322,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,323,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,324,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,325,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,326,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,327,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,328,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,329,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,330,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,331,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,332,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,333,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,334,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,335,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,336,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,337,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,338,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,339,BACKSIDE ANNEAL
dev_ic_seq_0970_t80,340,BACKSIDE ANNEAL
